"Setem Madrid";"https://idhub1-setem.demo.pangea.org/oidc4vp/";"idhub1-setem.demo.pangea.org"
"Setem Catalunya";"https://idhub2-setem.demo.pangea.org/oidc4vp/";"idhub2-setem.demo.pangea.org"
